729C011	T	Start Streaming
2454025	S	C01,P02,AR,ET 14.65 sec,T 45.35 sec
7255025	S	C01,P02,AR,ET 14.70 sec,T 45.30 sec
6E56025	S	C01,P02,AR,ET 14.75 sec,T 45.25 sec
9357025	S	C01,P02,AR,ET 14.80 sec,T 45.20 sec
6C58025	S	C01,P02,AR,ET 14.85 sec,T 45.15 sec
3A59025	S	C01,P02,AR,ET 14.90 sec,T 45.10 sec
3E5A025	S	C01,P02,AR,ET 14.95 sec,T 45.05 sec
5A5B025	S	C01,P02,AR,ET 15.00 sec,T 45.00 sec
535C025	S	C01,P02,AR,ET 15.05 sec,T 44.95 sec
DE5D025	S	C01,P02,AR,ET 15.10 sec,T 44.90 sec
8B5E025	S	C01,P02,AR,ET 15.15 sec,T 44.85 sec
C05F025	S	C01,P02,AR,ET 15.20 sec,T 44.80 sec
0160025	S	C01,P02,AR,ET 15.25 sec,T 44.75 sec
5761025	S	C01,P02,AR,ET 15.30 sec,T 44.70 sec
4B62025	S	C01,P02,AR,ET 15.35 sec,T 44.65 sec
E163025	S	C01,P02,AR,ET 15.40 sec,T 44.60 sec
3D64025	S	C01,P02,AR,ET 15.45 sec,T 44.55 sec
6B65025	S	C01,P02,AR,ET 15.50 sec,T 44.50 sec
7766025	S	C01,P02,AR,ET 15.55 sec,T 44.45 sec
7567025	S	C01,P02,AR,ET 15.60 sec,T 44.40 sec
2E68025	S	C01,P02,AR,ET 15.65 sec,T 44.35 sec
7869025	S	C01,P02,AR,ET 15.70 sec,T 44.30 sec
7C6A025	S	C01,P02,AR,ET 15.75 sec,T 44.25 sec
C86B025	S	C01,P02,AR,ET 15.80 sec,T 44.20 sec
CF6C025	S	C01,P02,AR,ET 15.85 sec,T 44.15 sec
426D025	S	C01,P02,AR,ET 15.90 sec,T 44.10 sec
176E025	S	C01,P02,AR,ET 15.95 sec,T 44.05 sec
2B6F025	S	C01,P02,AR,ET 16.00 sec,T 44.00 sec
9D70025	S	C01,P02,AR,ET 16.05 sec,T 43.95 sec
CB71025	S	C01,P02,AR,ET 16.10 sec,T 43.90 sec
D772025	S	C01,P02,AR,ET 16.15 sec,T 43.85 sec
D573025	S	C01,P02,AR,ET 16.20 sec,T 43.80 sec
E274025	S	C01,P02,AR,ET 16.25 sec,T 43.75 sec
B475025	S	C01,P02,AR,ET 16.30 sec,T 43.70 sec
A876025	S	C01,P02,AR,ET 16.35 sec,T 43.65 sec
0277025	S	C01,P02,AR,ET 16.40 sec,T 43.60 sec
FD78025	S	C01,P02,AR,ET 16.45 sec,T 43.55 sec
AB79025	S	C01,P02,AR,ET 16.50 sec,T 43.50 sec
AF7A025	S	C01,P02,AR,ET 16.55 sec,T 43.45 sec
E47B025	S	C01,P02,AR,ET 16.60 sec,T 43.40 sec
477C025	S	C01,P02,AR,ET 16.65 sec,T 43.35 sec
CA7D025	S	C01,P02,AR,ET 16.70 sec,T 43.30 sec
9F7E025	S	C01,P02,AR,ET 16.75 sec,T 43.25 sec
2B7F025	S	C01,P02,AR,ET 16.80 sec,T 43.20 sec
1F80025	S	C01,P02,AR,ET 16.85 sec,T 43.15 sec
4981025	S	C01,P02,AR,ET 16.90 sec,T 43.10 sec
5582025	S	C01,P02,AR,ET 16.95 sec,T 43.05 sec
7883025	S	C01,P02,AR,ET 17.00 sec,T 43.00 sec
AA84025	S	C01,P02,AR,ET 17.05 sec,T 42.95 sec
FC85025	S	C01,P02,AR,ET 17.10 sec,T 42.90 sec
E086025	S	C01,P02,AR,ET 17.15 sec,T 42.85 sec
E287025	S	C01,P02,AR,ET 17.20 sec,T 42.80 sec
F688025	S	C01,P02,AR,ET 17.25 sec,T 42.75 sec
A089025	S	C01,P02,AR,ET 17.30 sec,T 42.70 sec
A48A025	S	C01,P02,AR,ET 17.35 sec,T 42.65 sec
478B025	S	C01,P02,AR,ET 17.40 sec,T 42.60 sec
408C025	S	C01,P02,AR,ET 17.45 sec,T 42.55 sec
CD8D025	S	C01,P02,AR,ET 17.50 sec,T 42.50 sec
988E025	S	C01,P02,AR,ET 17.55 sec,T 42.45 sec
D38F025	S	C01,P02,AR,ET 17.60 sec,T 42.40 sec
A590025	S	C01,P02,AR,ET 17.65 sec,T 42.35 sec
F391025	S	C01,P02,AR,ET 17.70 sec,T 42.30 sec
EF92025	S	C01,P02,AR,ET 17.75 sec,T 42.25 sec
1293025	S	C01,P02,AR,ET 17.80 sec,T 42.20 sec
CE94025	S	C01,P02,AR,ET 17.85 sec,T 42.15 sec
9895025	S	C01,P02,AR,ET 17.90 sec,T 42.10 sec
8496025	S	C01,P02,AR,ET 17.95 sec,T 42.05 sec
2697025	S	C01,P02,AR,ET 18.00 sec,T 42.00 sec
F198025	S	C01,P02,AR,ET 18.05 sec,T 41.95 sec
A799025	S	C01,P02,AR,ET 18.10 sec,T 41.90 sec
A39A025	S	C01,P02,AR,ET 18.15 sec,T 41.85 sec
E89B025	S	C01,P02,AR,ET 18.20 sec,T 41.80 sec
049C025	S	C01,P02,AR,ET 18.25 sec,T 41.75 sec
899D025	S	C01,P02,AR,ET 18.30 sec,T 41.70 sec
DC9E025	S	C01,P02,AR,ET 18.35 sec,T 41.65 sec
3F9F025	S	C01,P02,AR,ET 18.40 sec,T 41.60 sec
5DA0025	S	C01,P02,AR,ET 18.45 sec,T 41.55 sec
0BA1025	S	C01,P02,AR,ET 18.50 sec,T 41.50 sec
17A2025	S	C01,P02,AR,ET 18.55 sec,T 41.45 sec
15A3025	S	C01,P02,AR,ET 18.60 sec,T 41.40 sec
6DA4025	S	C01,P02,AR,ET 18.65 sec,T 41.35 sec
3BA5025	S	C01,P02,AR,ET 18.70 sec,T 41.30 sec
27A6025	S	C01,P02,AR,ET 18.75 sec,T 41.25 sec
DAA7025	S	C01,P02,AR,ET 18.80 sec,T 41.20 sec
25A8025	S	C01,P02,AR,ET 18.85 sec,T 41.15 sec
73A9025	S	C01,P02,AR,ET 18.90 sec,T 41.10 sec
77AA025	S	C01,P02,AR,ET 18.95 sec,T 41.05 sec
13AB025	S	C01,P02,AR,ET 19.00 sec,T 41.00 sec
1AAC025	S	C01,P02,AR,ET 19.05 sec,T 40.95 sec
97AD025	S	C01,P02,AR,ET 19.10 sec,T 40.90 sec
C2AE025	S	C01,P02,AR,ET 19.15 sec,T 40.85 sec
89AF025	S	C01,P02,AR,ET 19.20 sec,T 40.80 sec
48B0025	S	C01,P02,AR,ET 19.25 sec,T 40.75 sec
1EB1025	S	C01,P02,AR,ET 19.30 sec,T 40.70 sec
02B2025	S	C01,P02,AR,ET 19.35 sec,T 40.65 sec
A8B3025	S	C01,P02,AR,ET 19.40 sec,T 40.60 sec
74B4025	S	C01,P02,AR,ET 19.45 sec,T 40.55 sec
22B5025	S	C01,P02,AR,ET 19.50 sec,T 40.50 sec
3EB6025	S	C01,P02,AR,ET 19.55 sec,T 40.45 sec
3CB7025	S	C01,P02,AR,ET 19.60 sec,T 40.40 sec
67B8025	S	C01,P02,AR,ET 19.65 sec,T 40.35 sec
31B9025	S	C01,P02,AR,ET 19.70 sec,T 40.30 sec
35BA025	S	C01,P02,AR,ET 19.75 sec,T 40.25 sec
81BB025	S	C01,P02,AR,ET 19.80 sec,T 40.20 sec
86BC025	S	C01,P02,AR,ET 19.85 sec,T 40.15 sec
0BBD025	S	C01,P02,AR,ET 19.90 sec,T 40.10 sec
5EBE025	S	C01,P02,AR,ET 19.95 sec,T 40.05 sec
16BF025	S	C01,P02,AR,ET 20.00 sec,T 40.00 sec
3AC0025	S	C01,P02,AR,ET 20.05 sec,T 39.95 sec
6CC1025	S	C01,P02,AR,ET 20.10 sec,T 39.90 sec
70C2025	S	C01,P02,AR,ET 20.15 sec,T 39.85 sec
72C3025	S	C01,P02,AR,ET 20.20 sec,T 39.80 sec
45C4025	S	C01,P02,AR,ET 20.25 sec,T 39.75 sec
13C5025	S	C01,P02,AR,ET 20.30 sec,T 39.70 sec
0FC6025	S	C01,P02,AR,ET 20.35 sec,T 39.65 sec
A5C7025	S	C01,P02,AR,ET 20.40 sec,T 39.60 sec
5AC8025	S	C01,P02,AR,ET 20.45 sec,T 39.55 sec
0CC9025	S	C01,P02,AR,ET 20.50 sec,T 39.50 sec
08CA025	S	C01,P02,AR,ET 20.55 sec,T 39.45 sec
43CB025	S	C01,P02,AR,ET 20.60 sec,T 39.40 sec
E0CC025	S	C01,P02,AR,ET 20.65 sec,T 39.35 sec
6DCD025	S	C01,P02,AR,ET 20.70 sec,T 39.30 sec
38CE025	S	C01,P02,AR,ET 20.75 sec,T 39.25 sec
8CCF025	S	C01,P02,AR,ET 20.80 sec,T 39.20 sec
51D0025	S	C01,P02,AR,ET 20.85 sec,T 39.15 sec
07D1025	S	C01,P02,AR,ET 20.90 sec,T 39.10 sec
1BD2025	S	C01,P02,AR,ET 20.95 sec,T 39.05 sec
36D3025	S	C01,P02,AR,ET 21.00 sec,T 39.00 sec
E4D4025	S	C01,P02,AR,ET 21.05 sec,T 38.95 sec
B2D5025	S	C01,P02,AR,ET 21.10 sec,T 38.90 sec
AED6025	S	C01,P02,AR,ET 21.15 sec,T 38.85 sec
ACD7025	S	C01,P02,AR,ET 21.20 sec,T 38.80 sec
B8D8025	S	C01,P02,AR,ET 21.25 sec,T 38.75 sec
EED9025	S	C01,P02,AR,ET 21.30 sec,T 38.70 sec
EADA025	S	C01,P02,AR,ET 21.35 sec,T 38.65 sec
09DB025	S	C01,P02,AR,ET 21.40 sec,T 38.60 sec
0EDC025	S	C01,P02,AR,ET 21.45 sec,T 38.55 sec
83DD025	S	C01,P02,AR,ET 21.50 sec,T 38.50 sec
D6DE025	S	C01,P02,AR,ET 21.55 sec,T 38.45 sec
9DDF025	S	C01,P02,AR,ET 21.60 sec,T 38.40 sec
EBE0025	S	C01,P02,AR,ET 21.65 sec,T 38.35 sec
BDE1025	S	C01,P02,AR,ET 21.70 sec,T 38.30 sec
A1E2025	S	C01,P02,AR,ET 21.75 sec,T 38.25 sec
5CE3025	S	C01,P02,AR,ET 21.80 sec,T 38.20 sec
80E4025	S	C01,P02,AR,ET 21.85 sec,T 38.15 sec
D6E5025	S	C01,P02,AR,ET 21.90 sec,T 38.10 sec
CAE6025	S	C01,P02,AR,ET 21.95 sec,T 38.05 sec
BFE7025	S	C01,P02,AR,ET 22.00 sec,T 38.00 sec
BCE8025	S	C01,P02,AR,ET 22.05 sec,T 37.95 sec
EAE9025	S	C01,P02,AR,ET 22.10 sec,T 37.90 sec
EEEA025	S	C01,P02,AR,ET 22.15 sec,T 37.85 sec
A5EB025	S	C01,P02,AR,ET 22.20 sec,T 37.80 sec
49EC025	S	C01,P02,AR,ET 22.25 sec,T 37.75 sec
C4ED025	S	C01,P02,AR,ET 22.30 sec,T 37.70 sec
91EE025	S	C01,P02,AR,ET 22.35 sec,T 37.65 sec
72EF025	S	C01,P02,AR,ET 22.40 sec,T 37.60 sec
58F0025	S	C01,P02,AR,ET 22.45 sec,T 37.55 sec
0EF1025	S	C01,P02,AR,ET 22.50 sec,T 37.50 sec
12F2025	S	C01,P02,AR,ET 22.55 sec,T 37.45 sec
10F3025	S	C01,P02,AR,ET 22.60 sec,T 37.40 sec
68F4025	S	C01,P02,AR,ET 22.65 sec,T 37.35 sec
3EF5025	S	C01,P02,AR,ET 22.70 sec,T 37.30 sec
22F6025	S	C01,P02,AR,ET 22.75 sec,T 37.25 sec
DFF7025	S	C01,P02,AR,ET 22.80 sec,T 37.20 sec
20F8025	S	C01,P02,AR,ET 22.85 sec,T 37.15 sec
76F9025	S	C01,P02,AR,ET 22.90 sec,T 37.10 sec
72FA025	S	C01,P02,AR,ET 22.95 sec,T 37.05 sec
16FB025	S	C01,P02,AR,ET 23.00 sec,T 37.00 sec
1FFC025	S	C01,P02,AR,ET 23.05 sec,T 36.95 sec
92FD025	S	C01,P02,AR,ET 23.10 sec,T 36.90 sec
C7FE025	S	C01,P02,AR,ET 23.15 sec,T 36.85 sec
8CFF025	S	C01,P02,AR,ET 23.20 sec,T 36.80 sec
E300025	S	C01,P02,AR,ET 23.25 sec,T 36.75 sec
B501025	S	C01,P02,AR,ET 23.30 sec,T 36.70 sec
A902025	S	C01,P02,AR,ET 23.35 sec,T 36.65 sec
0303025	S	C01,P02,AR,ET 23.40 sec,T 36.60 sec
DF04025	S	C01,P02,AR,ET 23.45 sec,T 36.55 sec
8905025	S	C01,P02,AR,ET 23.50 sec,T 36.50 sec
9506025	S	C01,P02,AR,ET 23.55 sec,T 36.45 sec
9707025	S	C01,P02,AR,ET 23.60 sec,T 36.40 sec
CC08025	S	C01,P02,AR,ET 23.65 sec,T 36.35 sec
9A09025	S	C01,P02,AR,ET 23.70 sec,T 36.30 sec
9E0A025	S	C01,P02,AR,ET 23.75 sec,T 36.25 sec
2A0B025	S	C01,P02,AR,ET 23.80 sec,T 36.20 sec
2D0C025	S	C01,P02,AR,ET 23.85 sec,T 36.15 sec
A00D025	S	C01,P02,AR,ET 23.90 sec,T 36.10 sec
F50E025	S	C01,P02,AR,ET 23.95 sec,T 36.05 sec
790F025	S	C01,P02,AR,ET 24.00 sec,T 36.00 sec
8310025	S	C01,P02,AR,ET 24.05 sec,T 35.95 sec
D511025	S	C01,P02,AR,ET 24.10 sec,T 35.90 sec
C912025	S	C01,P02,AR,ET 24.15 sec,T 35.85 sec
CB13025	S	C01,P02,AR,ET 24.20 sec,T 35.80 sec
FC14025	S	C01,P02,AR,ET 24.25 sec,T 35.75 sec
AA15025	S	C01,P02,AR,ET 24.30 sec,T 35.70 sec
B616025	S	C01,P02,AR,ET 24.35 sec,T 35.65 sec
1C17025	S	C01,P02,AR,ET 24.40 sec,T 35.60 sec
E318025	S	C01,P02,AR,ET 24.45 sec,T 35.55 sec
B519025	S	C01,P02,AR,ET 24.50 sec,T 35.50 sec
B11A025	S	C01,P02,AR,ET 24.55 sec,T 35.45 sec
FA1B025	S	C01,P02,AR,ET 24.60 sec,T 35.40 sec
591C025	S	C01,P02,AR,ET 24.65 sec,T 35.35 sec
D41D025	S	C01,P02,AR,ET 24.70 sec,T 35.30 sec
811E025	S	C01,P02,AR,ET 24.75 sec,T 35.25 sec
351F025	S	C01,P02,AR,ET 24.80 sec,T 35.20 sec
1F20025	S	C01,P02,AR,ET 24.85 sec,T 35.15 sec
4921025	S	C01,P02,AR,ET 24.90 sec,T 35.10 sec
5522025	S	C01,P02,AR,ET 24.95 sec,T 35.05 sec
7823025	S	C01,P02,AR,ET 25.00 sec,T 35.00 sec
AA24025	S	C01,P02,AR,ET 25.05 sec,T 34.95 sec
FC25025	S	C01,P02,AR,ET 25.10 sec,T 34.90 sec
E026025	S	C01,P02,AR,ET 25.15 sec,T 34.85 sec
E227025	S	C01,P02,AR,ET 25.20 sec,T 34.80 sec
F628025	S	C01,P02,AR,ET 25.25 sec,T 34.75 sec
A029025	S	C01,P02,AR,ET 25.30 sec,T 34.70 sec
A42A025	S	C01,P02,AR,ET 25.35 sec,T 34.65 sec
472B025	S	C01,P02,AR,ET 25.40 sec,T 34.60 sec
402C025	S	C01,P02,AR,ET 25.45 sec,T 34.55 sec
CD2D025	S	C01,P02,AR,ET 25.50 sec,T 34.50 sec
982E025	S	C01,P02,AR,ET 25.55 sec,T 34.45 sec
D32F025	S	C01,P02,AR,ET 25.60 sec,T 34.40 sec
A530025	S	C01,P02,AR,ET 25.65 sec,T 34.35 sec
F331025	S	C01,P02,AR,ET 25.70 sec,T 34.30 sec
EF32025	S	C01,P02,AR,ET 25.75 sec,T 34.25 sec
1233025	S	C01,P02,AR,ET 25.80 sec,T 34.20 sec
CE34025	S	C01,P02,AR,ET 25.85 sec,T 34.15 sec
9835025	S	C01,P02,AR,ET 25.90 sec,T 34.10 sec
8436025	S	C01,P02,AR,ET 25.95 sec,T 34.05 sec
F137025	S	C01,P02,AR,ET 26.00 sec,T 34.00 sec
6A38025	S	C01,P02,AR,ET 26.05 sec,T 33.95 sec
3C39025	S	C01,P02,AR,ET 26.10 sec,T 33.90 sec
383A025	S	C01,P02,AR,ET 26.15 sec,T 33.85 sec
733B025	S	C01,P02,AR,ET 26.20 sec,T 33.80 sec
9F3C025	S	C01,P02,AR,ET 26.25 sec,T 33.75 sec
123D025	S	C01,P02,AR,ET 26.30 sec,T 33.70 sec
473E025	S	C01,P02,AR,ET 26.35 sec,T 33.65 sec
A43F025	S	C01,P02,AR,ET 26.40 sec,T 33.60 sec
7940025	S	C01,P02,AR,ET 26.45 sec,T 33.55 sec
2F41025	S	C01,P02,AR,ET 26.50 sec,T 33.50 sec
3342025	S	C01,P02,AR,ET 26.55 sec,T 33.45 sec
3143025	S	C01,P02,AR,ET 26.60 sec,T 33.40 sec
4944025	S	C01,P02,AR,ET 26.65 sec,T 33.35 sec
1F45025	S	C01,P02,AR,ET 26.70 sec,T 33.30 sec
0346025	S	C01,P02,AR,ET 26.75 sec,T 33.25 sec
FE47025	S	C01,P02,AR,ET 26.80 sec,T 33.20 sec
0148025	S	C01,P02,AR,ET 26.85 sec,T 33.15 sec
5749025	S	C01,P02,AR,ET 26.90 sec,T 33.10 sec
534A025	S	C01,P02,AR,ET 26.95 sec,T 33.05 sec
374B025	S	C01,P02,AR,ET 27.00 sec,T 33.00 sec
3E4C025	S	C01,P02,AR,ET 27.05 sec,T 32.95 sec
B34D025	S	C01,P02,AR,ET 27.10 sec,T 32.90 sec
E64E025	S	C01,P02,AR,ET 27.15 sec,T 32.85 sec
AD4F025	S	C01,P02,AR,ET 27.20 sec,T 32.80 sec
9450025	S	C01,P02,AR,ET 27.25 sec,T 32.75 sec
C251025	S	C01,P02,AR,ET 27.30 sec,T 32.70 sec
DE52025	S	C01,P02,AR,ET 27.35 sec,T 32.65 sec
7453025	S	C01,P02,AR,ET 27.40 sec,T 32.60 sec
A854025	S	C01,P02,AR,ET 27.45 sec,T 32.55 sec
FE55025	S	C01,P02,AR,ET 27.50 sec,T 32.50 sec
E256025	S	C01,P02,AR,ET 27.55 sec,T 32.45 sec
E057025	S	C01,P02,AR,ET 27.60 sec,T 32.40 sec
BB58025	S	C01,P02,AR,ET 27.65 sec,T 32.35 sec
ED59025	S	C01,P02,AR,ET 27.70 sec,T 32.30 sec
E95A025	S	C01,P02,AR,ET 27.75 sec,T 32.25 sec
5D5B025	S	C01,P02,AR,ET 27.80 sec,T 32.20 sec
5A5C025	S	C01,P02,AR,ET 27.85 sec,T 32.15 sec
D75D025	S	C01,P02,AR,ET 27.90 sec,T 32.10 sec
825E025	S	C01,P02,AR,ET 27.95 sec,T 32.05 sec
695F025	S	C01,P02,AR,ET 28.00 sec,T 32.00 sec
6B60025	S	C01,P02,AR,ET 28.05 sec,T 31.95 sec
3D61025	S	C01,P02,AR,ET 28.10 sec,T 31.90 sec
2162025	S	C01,P02,AR,ET 28.15 sec,T 31.85 sec
2363025	S	C01,P02,AR,ET 28.20 sec,T 31.80 sec
1464025	S	C01,P02,AR,ET 28.25 sec,T 31.75 sec
4265025	S	C01,P02,AR,ET 28.30 sec,T 31.70 sec
5E66025	S	C01,P02,AR,ET 28.35 sec,T 31.65 sec
F467025	S	C01,P02,AR,ET 28.40 sec,T 31.60 sec
0B68025	S	C01,P02,AR,ET 28.45 sec,T 31.55 sec
5D69025	S	C01,P02,AR,ET 28.50 sec,T 31.50 sec
596A025	S	C01,P02,AR,ET 28.55 sec,T 31.45 sec
126B025	S	C01,P02,AR,ET 28.60 sec,T 31.40 sec
B16C025	S	C01,P02,AR,ET 28.65 sec,T 31.35 sec
3C6D025	S	C01,P02,AR,ET 28.70 sec,T 31.30 sec
696E025	S	C01,P02,AR,ET 28.75 sec,T 31.25 sec
DD6F025	S	C01,P02,AR,ET 28.80 sec,T 31.20 sec
0F70025	S	C01,P02,AR,ET 28.85 sec,T 31.15 sec
5971025	S	C01,P02,AR,ET 28.90 sec,T 31.10 sec
4572025	S	C01,P02,AR,ET 28.95 sec,T 31.05 sec
6873025	S	C01,P02,AR,ET 29.00 sec,T 31.00 sec
BA74025	S	C01,P02,AR,ET 29.05 sec,T 30.95 sec
EC75025	S	C01,P02,AR,ET 29.10 sec,T 30.90 sec
F076025	S	C01,P02,AR,ET 29.15 sec,T 30.85 sec
F277025	S	C01,P02,AR,ET 29.20 sec,T 30.80 sec
E678025	S	C01,P02,AR,ET 29.25 sec,T 30.75 sec
B079025	S	C01,P02,AR,ET 29.30 sec,T 30.70 sec
B47A025	S	C01,P02,AR,ET 29.35 sec,T 30.65 sec
577B025	S	C01,P02,AR,ET 29.40 sec,T 30.60 sec
507C025	S	C01,P02,AR,ET 29.45 sec,T 30.55 sec
DD7D025	S	C01,P02,AR,ET 29.50 sec,T 30.50 sec
887E025	S	C01,P02,AR,ET 29.55 sec,T 30.45 sec
C37F025	S	C01,P02,AR,ET 29.60 sec,T 30.40 sec
5380025	S	C01,P02,AR,ET 29.65 sec,T 30.35 sec
0581025	S	C01,P02,AR,ET 29.70 sec,T 30.30 sec
1982025	S	C01,P02,AR,ET 29.75 sec,T 30.25 sec
E483025	S	C01,P02,AR,ET 29.80 sec,T 30.20 sec
3884025	S	C01,P02,AR,ET 29.85 sec,T 30.15 sec
6E85025	S	C01,P02,AR,ET 29.90 sec,T 30.10 sec
7286025	S	C01,P02,AR,ET 29.95 sec,T 30.05 sec
FC87025	S	C01,P02,AR,ET 30.00 sec,T 30.00 sec
EC88025	S	C01,P02,AR,ET 30.05 sec,T 29.95 sec
BA89025	S	C01,P02,AR,ET 30.10 sec,T 29.90 sec
BE8A025	S	C01,P02,AR,ET 30.15 sec,T 29.85 sec
F58B025	S	C01,P02,AR,ET 30.20 sec,T 29.80 sec
198C025	S	C01,P02,AR,ET 30.25 sec,T 29.75 sec
948D025	S	C01,P02,AR,ET 30.30 sec,T 29.70 sec
C18E025	S	C01,P02,AR,ET 30.35 sec,T 29.65 sec
228F025	S	C01,P02,AR,ET 30.40 sec,T 29.60 sec
F090025	S	C01,P02,AR,ET 30.45 sec,T 29.55 sec
A691025	S	C01,P02,AR,ET 30.50 sec,T 29.50 sec
BA92025	S	C01,P02,AR,ET 30.55 sec,T 29.45 sec
B893025	S	C01,P02,AR,ET 30.60 sec,T 29.40 sec
C094025	S	C01,P02,AR,ET 30.65 sec,T 29.35 sec
9695025	S	C01,P02,AR,ET 30.70 sec,T 29.30 sec
8A96025	S	C01,P02,AR,ET 30.75 sec,T 29.25 sec
7797025	S	C01,P02,AR,ET 30.80 sec,T 29.20 sec
8898025	S	C01,P02,AR,ET 30.85 sec,T 29.15 sec
DE99025	S	C01,P02,AR,ET 30.90 sec,T 29.10 sec
DA9A025	S	C01,P02,AR,ET 30.95 sec,T 29.05 sec
BE9B025	S	C01,P02,AR,ET 31.00 sec,T 29.00 sec
B79C025	S	C01,P02,AR,ET 31.05 sec,T 28.95 sec
3A9D025	S	C01,P02,AR,ET 31.10 sec,T 28.90 sec
6F9E025	S	C01,P02,AR,ET 31.15 sec,T 28.85 sec
249F025	S	C01,P02,AR,ET 31.20 sec,T 28.80 sec
ADA0025	S	C01,P02,AR,ET 31.25 sec,T 28.75 sec
FBA1025	S	C01,P02,AR,ET 31.30 sec,T 28.70 sec
E7A2025	S	C01,P02,AR,ET 31.35 sec,T 28.65 sec
4DA3025	S	C01,P02,AR,ET 31.40 sec,T 28.60 sec
91A4025	S	C01,P02,AR,ET 31.45 sec,T 28.55 sec
C7A5025	S	C01,P02,AR,ET 31.50 sec,T 28.50 sec
DBA6025	S	C01,P02,AR,ET 31.55 sec,T 28.45 sec
D9A7025	S	C01,P02,AR,ET 31.60 sec,T 28.40 sec
82A8025	S	C01,P02,AR,ET 31.65 sec,T 28.35 sec
D4A9025	S	C01,P02,AR,ET 31.70 sec,T 28.30 sec
D0AA025	S	C01,P02,AR,ET 31.75 sec,T 28.25 sec
64AB025	S	C01,P02,AR,ET 31.80 sec,T 28.20 sec
63AC025	S	C01,P02,AR,ET 31.85 sec,T 28.15 sec
EEAD025	S	C01,P02,AR,ET 31.90 sec,T 28.10 sec
BBAE025	S	C01,P02,AR,ET 31.95 sec,T 28.05 sec
87AF025	S	C01,P02,AR,ET 32.00 sec,T 28.00 sec
51B0025	S	C01,P02,AR,ET 32.05 sec,T 27.95 sec
07B1025	S	C01,P02,AR,ET 32.10 sec,T 27.90 sec
1BB2025	S	C01,P02,AR,ET 32.15 sec,T 27.85 sec
19B3025	S	C01,P02,AR,ET 32.20 sec,T 27.80 sec
2EB4025	S	C01,P02,AR,ET 32.25 sec,T 27.75 sec
78B5025	S	C01,P02,AR,ET 32.30 sec,T 27.70 sec
64B6025	S	C01,P02,AR,ET 32.35 sec,T 27.65 sec
CEB7025	S	C01,P02,AR,ET 32.40 sec,T 27.60 sec
31B8025	S	C01,P02,AR,ET 32.45 sec,T 27.55 sec
67B9025	S	C01,P02,AR,ET 32.50 sec,T 27.50 sec
63BA025	S	C01,P02,AR,ET 32.55 sec,T 27.45 sec
28BB025	S	C01,P02,AR,ET 32.60 sec,T 27.40 sec
8BBC025	S	C01,P02,AR,ET 32.65 sec,T 27.35 sec
06BD025	S	C01,P02,AR,ET 32.70 sec,T 27.30 sec
53BE025	S	C01,P02,AR,ET 32.75 sec,T 27.25 sec
E7BF025	S	C01,P02,AR,ET 32.80 sec,T 27.20 sec
35C0025	S	C01,P02,AR,ET 32.85 sec,T 27.15 sec
63C1025	S	C01,P02,AR,ET 32.90 sec,T 27.10 sec
7FC2025	S	C01,P02,AR,ET 32.95 sec,T 27.05 sec
52C3025	S	C01,P02,AR,ET 33.00 sec,T 27.00 sec
80C4025	S	C01,P02,AR,ET 33.05 sec,T 26.95 sec
D6C5025	S	C01,P02,AR,ET 33.10 sec,T 26.90 sec
CAC6025	S	C01,P02,AR,ET 33.15 sec,T 26.85 sec
C8C7025	S	C01,P02,AR,ET 33.20 sec,T 26.80 sec
DCC8025	S	C01,P02,AR,ET 33.25 sec,T 26.75 sec
8AC9025	S	C01,P02,AR,ET 33.30 sec,T 26.70 sec
8ECA025	S	C01,P02,AR,ET 33.35 sec,T 26.65 sec
6DCB025	S	C01,P02,AR,ET 33.40 sec,T 26.60 sec
6ACC025	S	C01,P02,AR,ET 33.45 sec,T 26.55 sec
E7CD025	S	C01,P02,AR,ET 33.50 sec,T 26.50 sec
B2CE025	S	C01,P02,AR,ET 33.55 sec,T 26.45 sec
F9CF025	S	C01,P02,AR,ET 33.60 sec,T 26.40 sec
80D0025	S	C01,P02,AR,ET 33.65 sec,T 26.35 sec
D6D1025	S	C01,P02,AR,ET 33.70 sec,T 26.30 sec
CAD2025	S	C01,P02,AR,ET 33.75 sec,T 26.25 sec
37D3025	S	C01,P02,AR,ET 33.80 sec,T 26.20 sec
EBD4025	S	C01,P02,AR,ET 33.85 sec,T 26.15 sec
BDD5025	S	C01,P02,AR,ET 33.90 sec,T 26.10 sec
A1D6025	S	C01,P02,AR,ET 33.95 sec,T 26.05 sec
64D7025	S	C01,P02,AR,ET 34.00 sec,T 26.00 sec
B3D8025	S	C01,P02,AR,ET 34.05 sec,T 25.95 sec
E5D9025	S	C01,P02,AR,ET 34.10 sec,T 25.90 sec
E1DA025	S	C01,P02,AR,ET 34.15 sec,T 25.85 sec
AADB025	S	C01,P02,AR,ET 34.20 sec,T 25.80 sec
46DC025	S	C01,P02,AR,ET 34.25 sec,T 25.75 sec
CBDD025	S	C01,P02,AR,ET 34.30 sec,T 25.70 sec
9EDE025	S	C01,P02,AR,ET 34.35 sec,T 25.65 sec
7DDF025	S	C01,P02,AR,ET 34.40 sec,T 25.60 sec
AFE0025	S	C01,P02,AR,ET 34.45 sec,T 25.55 sec
F9E1025	S	C01,P02,AR,ET 34.50 sec,T 25.50 sec
E5E2025	S	C01,P02,AR,ET 34.55 sec,T 25.45 sec
